id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,apartment condition,sub_area,price
51948,2014-06-03,39,23.0,4.0,12.0,1.0,1966.0,2.0,6.0,2.0,111,5263960.0
74028,2013-09-03,39,39.0,10.0,17.0,1.0,1.0,1.0,12.0,1.0,72,3227018.0384
53227,2014-06-20,78,44.0,12.0,22.0,1.0,2002.0,3.0,10.0,3.0,56,10689888.0
18922,2014-02-28,61,,6.0,17.0,1.0,,2.0,1.0,,94,4381998.88896
68362,2015-01-12,36,19.0,1.0,16.0,1.0,1977.0,1.0,7.0,2.0,17,5182976.0
55669,2014-04-05,40,,6.0,1.0,1.0,1.0,2.0,1.0,,48,3625653.68
11406,2012-06-30,38,19.0,10.0,,,,,,,13,4616088.0
29720,2012-08-03,44,28.0,4.0,,,,,,,54,5263960.0
28510,2014-10-26,43,29.0,5.0,5.0,2.0,1962.0,2.0,44.0,2.0,64,4778056.0
10199,2014-01-24,33,19.0,1.0,9.0,1.0,1973.0,1.0,6.0,3.0,33,4008708.0
23399,2014-07-02,48,31.0,12.0,14.0,5.0,1971.0,2.0,8.0,,32,8640992.8
35568,2014-06-30,82,,11.0,17.0,1.0,,3.0,0.0,,72,5991196.32
46085,2012-06-08,63,45.0,4.0,,,,,,,82,6478720.0
87371,2014-04-28,80,80.0,21.0,25.0,6.0,2012.0,2.0,11.0,1.0,126,11771712.764
85828,2014-07-16,60,,11.0,17.0,1.0,,2.0,12.0,,72,5338465.28
73925,2012-07-07,55,38.0,5.0,,,,,,,112,5021008.0
93517,2014-10-09,74,,10.0,0.0,1.0,,2.0,0.0,,102,5215823.1104
11739,2015-05-17,38,38.0,6.0,17.0,1.0,0.0,1.0,0.0,1.0,103,4416748.313519999
28064,2012-11-17,57,,7.0,,,,,,,134,3857905.26408
40107,2013-01-08,75,50.0,4.0,,,,,,,131,1603483.2
46420,2015-01-04,45,30.0,5.0,5.0,1.0,1964.0,2.0,5.0,2.0,15,1619680.0
33330,2014-11-05,55,28.0,2.0,17.0,1.0,2011.0,2.0,9.0,3.0,72,809840.0
54489,2013-11-24,71,40.0,1.0,4.0,1.0,,2.0,13.0,,97,3482473.9680000003
50665,2013-10-17,75,73.0,7.0,17.0,1.0,1985.0,3.0,10.0,3.0,109,12552520.0
47420,2014-12-30,38,37.0,14.0,21.0,4.0,2012.0,1.0,10.0,3.0,125,1619680.0
23494,2014-02-11,43,27.0,5.0,5.0,2.0,1965.0,2.0,5.0,4.0,71,5466420.0
41681,2014-07-03,45,33.0,3.0,5.0,1.0,1964.0,2.0,5.0,2.0,50,5263960.0
25941,2014-12-06,36,,7.0,17.0,1.0,,1.0,1.0,,94,3309498.62272
59303,2014-05-25,54,32.0,12.0,14.0,1.0,1997.0,2.0,9.0,2.0,141,6883640.0
47026,2014-05-03,63,44.0,12.0,12.0,1.0,1971.0,3.0,7.0,3.0,18,8017416.0
93249,2014-04-06,61,,13.0,17.0,1.0,,2.0,0.0,,103,4829642.808
92004,2013-12-19,116,1.0,2.0,22.0,1.0,2013.0,1.0,1.0,1.0,58,13491095.405760001
28882,2014-03-25,35,22.0,7.0,12.0,5.0,1973.0,1.0,7.0,3.0,141,4292152.0
84962,2015-05-16,64,43.0,3.0,12.0,1.0,1971.0,3.0,7.0,2.0,145,2429520.0
68666,2012-03-18,28,15.0,5.0,,,,,,,67,3806248.0
38026,2012-10-13,44,,5.0,,,,,,,102,2910686.436
32877,2014-10-02,42,27.0,4.0,5.0,1.0,1970.0,2.0,5.0,2.0,1,6073800.0
51815,2013-12-18,58,34.0,10.0,22.0,1.0,1989.0,2.0,10.0,,119,9191684.0
38950,2014-10-10,56,,19.0,19.0,1.0,,2.0,1.0,1.0,70,8277459.6732
57506,2015-04-22,83,,15.0,17.0,1.0,0.0,3.0,1.0,1.0,103,7605140.22328
92593,2012-07-17,44,28.0,9.0,,,,,,,18,5587896.0
55486,2014-01-11,40,17.0,4.0,14.0,1.0,2005.0,1.0,8.0,2.0,68,4940024.0
43844,2015-01-06,49,,2.0,1.0,1.0,,1.0,1.0,1.0,102,4497770.376
50202,2015-06-19,41,,1.0,9.0,6.0,,1.0,1.0,1.0,103,3878850.1560000004
79046,2014-03-31,1,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,105,3609780.816
71312,2014-11-21,32,15.0,1.0,9.0,1.0,1973.0,1.0,6.0,3.0,33,4535104.0
21287,2012-04-02,44,28.0,9.0,,,,,,,109,801741.6
82602,2012-06-28,43,26.0,3.0,,,,,,,81,5992816.0
37490,2014-12-30,91,56.0,4.0,14.0,1.0,1997.0,4.0,8.0,3.0,129,11135300.0
97842,2013-12-08,31,19.0,3.0,5.0,2.0,1960.0,1.0,5.0,3.0,21,3887232.0
32651,2013-12-21,76,46.0,13.0,16.0,1.0,1981.0,3.0,10.0,3.0,108,10932840.0
63635,2015-04-15,87,,4.0,12.0,5.0,,3.0,1.0,,102,5859691.2614400005
30341,2015-03-07,59,30.0,5.0,13.0,1.0,2014.0,2.0,9.0,1.0,75,6154784.0
34440,2014-10-05,63,46.0,2.0,9.0,1.0,1971.0,4.0,5.0,2.0,18,6640688.0
79627,2015-01-11,40,,18.0,1.0,1.0,1.0,1.0,1.0,1.0,10,4331024.32
81877,2015-02-25,47,30.0,2.0,12.0,1.0,1974.0,2.0,6.0,2.0,11,5101992.0
89715,2014-08-17,52,,6.0,1.0,1.0,,1.0,1.0,,143,2924544.4180799997
62978,2013-03-10,29,,6.0,,,,,,,65,3707771.456
94783,2014-06-23,41,25.0,3.0,5.0,2.0,1963.0,2.0,5.0,2.0,40,1619680.0
34270,2013-12-06,90,,12.0,17.0,1.0,,2.0,1.0,1.0,103,7725554.523039999
85758,2012-10-24,39,20.0,11.0,,,,,,,85,6073800.0
84094,2015-01-11,51,31.0,5.0,12.0,5.0,1974.0,2.0,9.0,3.0,128,9434636.0
94167,2014-07-27,31,21.0,1.0,9.0,5.0,1965.0,1.0,5.0,2.0,141,4008708.0
13651,2014-10-15,35,14.0,5.0,10.0,1.0,2002.0,1.0,14.0,3.0,60,5077696.8
24897,2013-04-24,64,,7.0,,,,,,,72,4725837.5168
97076,2013-04-26,75,46.0,17.0,,,,,,,133,1619680.0
72687,2014-06-11,49,,7.0,0.0,1.0,,1.0,0.0,,102,3504534.0096
41036,2014-05-15,63,,2.0,1.0,1.0,,2.0,1.0,1.0,72,5288417.1680000005
32718,2015-07-05,42,29.0,9.0,5.0,1.0,1976.0,2.0,5.0,2.0,117,6154784.0
93418,2014-04-12,77,75.0,10.0,16.0,1.0,1988.0,3.0,10.0,2.0,35,809840.0
59255,2014-04-02,38,20.0,14.0,22.0,1.0,2002.0,1.0,10.0,3.0,127,6640688.0
82062,2013-08-25,63,58.0,6.0,,,,,,,105,4610127.5776
10713,2014-05-13,54,32.0,13.0,16.0,1.0,1980.0,2.0,9.0,,35,7976924.0
77939,2014-03-16,40,,6.0,17.0,2.0,,1.0,1.0,,102,3834146.988
94187,2014-06-19,38,23.0,7.0,14.0,1.0,1968.0,2.0,6.0,2.0,112,4373136.0
85797,2014-12-17,40,17.0,9.0,15.0,1.0,1986.0,1.0,8.0,3.0,49,8341352.0
24499,2014-02-08,72,,23.0,25.0,1.0,,2.0,0.0,,72,5593159.96
30287,2014-03-19,17,13.0,5.0,5.0,2.0,1962.0,1.0,0.0,3.0,140,2591488.0
55803,2011-11-18,44,27.0,8.0,,,,,,,27,809840.0
30533,2012-10-07,61,38.0,7.0,,,,,,,27,6154784.0
11762,2012-04-25,60,44.0,2.0,,,,,,,135,5830848.0
25799,2014-12-15,43,31.0,3.0,5.0,2.0,1960.0,2.0,5.0,2.0,129,4778056.0
83701,2014-03-27,39,,7.0,17.0,1.0,,1.0,1.0,,94,2981209.73272
39578,2014-10-09,61,,4.0,0.0,1.0,,2.0,0.0,,71,9860448.252319999
65372,2015-02-17,38,38.0,11.0,11.0,1.0,2016.0,1.0,1.0,1.0,86,3408823.0692
75214,2013-10-22,44,28.0,9.0,9.0,1.0,1967.0,2.0,6.0,3.0,21,4940024.0
20953,2014-04-29,36,15.0,12.0,16.0,1.0,2002.0,1.0,9.0,3.0,38,3968216.0
90246,2012-04-20,57,30.0,12.0,,,,,,,68,10042016.0
87498,2014-06-03,64,43.0,4.0,9.0,1.0,1968.0,3.0,7.0,3.0,26,10365952.0
77840,2012-11-12,39,15.0,6.0,,,,,,,105,2723391.49984
48986,2012-05-24,73,73.0,27.0,,,,,,,41,10638382.176
94098,2014-02-02,37,19.0,14.0,17.0,4.0,2013.0,1.0,14.0,1.0,126,5809111.8944
25725,2015-05-28,42,27.0,2.0,5.0,1.0,1968.0,2.0,5.0,3.0,141,5344944.0
32994,2012-03-21,51,30.0,6.0,,,,,,,45,5911832.0
97128,2013-02-16,42,21.0,15.0,,,,,,,47,7733972.0
59056,2014-10-08,62,40.0,2.0,14.0,1.0,1996.0,2.0,8.0,3.0,48,5871340.0
55215,2015-05-26,90,52.0,1.0,2.0,2.0,2016.0,3.0,22.0,1.0,134,4534282.0124
65114,2014-07-09,63,43.0,6.0,9.0,1.0,1967.0,3.0,6.0,2.0,27,7207576.0
48235,2013-07-24,75,75.0,16.0,,,,,,,129,9021901.044
88895,2014-05-01,46,,10.0,1.0,1.0,,2.0,1.0,1.0,102,4666703.0
35992,2013-09-08,40,40.0,10.0,17.0,2.0,,1.0,1.0,,101,2771522.72056
86343,2013-05-24,31,,16.0,,,,,,,102,2760744.56
82702,2015-01-22,31,21.0,8.0,9.0,5.0,1964.0,1.0,5.0,3.0,71,4899532.0
11414,2014-08-06,60,43.0,4.0,9.0,1.0,1969.0,3.0,5.0,2.0,118,8219876.0
42729,2015-01-16,56,18.0,4.0,6.0,2.0,2014.0,1.0,19.0,1.0,132,4812573.00048
35411,2014-10-06,135,,3.0,3.0,5.0,2015.0,3.0,20.0,1.0,102,7598565.13232
33239,2014-11-27,42,,12.0,22.0,4.0,,1.0,1.0,1.0,65,5870633.00968
40528,2013-12-03,39,19.0,9.0,17.0,1.0,1994.0,1.0,8.0,3.0,126,6073800.0
24944,2014-05-03,29,29.0,5.0,5.0,2.0,1962.0,1.0,5.0,2.0,56,4130184.0
50842,2014-10-07,111,,14.0,0.0,6.0,,3.0,1.0,1.0,94,10521514.1656
80392,2014-07-03,34,15.0,16.0,16.0,1.0,2005.0,1.0,7.0,2.0,50,2429520.0
15759,2013-04-26,49,32.0,7.0,,,,,,,81,7450528.0
51457,2014-03-25,38,,12.0,17.0,1.0,,1.0,0.0,,103,3604299.81888
23992,2015-04-21,51,,12.0,12.0,1.0,,1.0,1.0,1.0,134,3749500.0816800003
57973,2014-12-12,43,,11.0,22.0,1.0,,1.0,1.0,1.0,103,4347135.276959999
41838,2014-08-05,30,17.0,1.0,5.0,1.0,1966.0,2.0,5.0,2.0,75,4454120.0
83816,2014-12-15,31,,13.0,17.0,4.0,,1.0,0.0,,31,4739459.0256
10301,2014-04-29,76,45.0,25.0,25.0,4.0,2009.0,3.0,8.0,1.0,12,7215188.496
91218,2013-12-18,79,,10.0,17.0,1.0,,3.0,1.0,1.0,72,5848223.92704
36479,2014-02-19,36,17.0,7.0,16.0,2.0,1985.0,1.0,9.0,,124,1619680.0
66855,2013-08-02,52,,16.0,,,,,,,72,3861895.34576
80118,2012-02-15,31,18.0,7.0,,,,,,,12,4130184.0
19633,2014-09-30,60,34.0,5.0,17.0,1.0,1993.0,2.0,10.0,2.0,139,7045608.0
32196,2015-01-15,45,30.0,6.0,12.0,1.0,1973.0,2.0,6.0,3.0,68,5992816.0
86563,2014-05-10,39,19.0,5.0,10.0,1.0,1996.0,1.0,8.0,2.0,38,4616088.0
55442,2014-11-30,47,,5.0,5.0,1.0,2014.0,1.0,1.0,,134,4317776.957280001
59674,2013-04-01,40,,17.0,,,,,,,72,3299288.16
41015,2015-01-05,40,,2.0,17.0,1.0,,1.0,1.0,,124,3841119.7104
21185,2015-01-31,35,17.0,5.0,9.0,2.0,1975.0,1.0,7.0,3.0,111,5263960.0
47974,2013-05-24,41,17.0,24.0,,,,,,,78,7105374.192000001
54819,2011-12-21,43,29.0,3.0,,,,,,,145,2429520.0
84883,2014-01-19,31,20.0,3.0,10.0,1.0,2010.0,1.0,5.0,2.0,119,4535104.0
81988,2013-07-11,53,53.0,1.0,,,,,,,94,3280499.872
46363,2013-10-14,51,34.0,8.0,9.0,1.0,1968.0,3.0,5.0,3.0,140,6154784.0
78176,2013-09-17,35,19.0,5.0,9.0,1.0,1973.0,1.0,9.0,,83,4089692.0
23066,2014-03-24,61,58.0,19.0,1.0,1.0,2015.0,2.0,1.0,1.0,65,8037232.7848
44912,2014-07-24,99,55.0,8.0,14.0,1.0,2000.0,3.0,11.0,3.0,38,11013824.0
95532,2014-05-29,40,21.0,11.0,14.0,1.0,2001.0,1.0,8.0,3.0,118,6478720.0
46008,2012-11-14,56,,15.0,,,,,,,101,3004685.37464
45952,2014-07-06,52,30.0,17.0,17.0,1.0,2008.0,2.0,9.0,3.0,94,5506912.0
59639,2012-08-28,37,36.0,15.0,,,,,,,143,2651881.0081599997
43619,2014-11-30,62,,14.0,24.0,1.0,,2.0,1.0,,103,6014629.8502400005
77647,2014-09-10,32,21.0,8.0,9.0,1.0,1963.0,1.0,5.0,3.0,57,5506912.0
43817,2015-01-26,41,28.0,1.0,5.0,2.0,1962.0,2.0,5.0,3.0,110,4899532.0
99484,2013-09-10,39,,7.0,,,,,,,102,3697324.52
33625,2013-10-05,41,,25.0,25.0,4.0,,1.0,1.0,,94,3453128.6057599997
74760,2014-03-28,34,19.0,6.0,9.0,1.0,1977.0,1.0,6.0,,106,4292152.0
69305,2013-06-01,29,,5.0,,,,,,,65,3766384.43584
17806,2014-02-08,37,21.0,2.0,6.0,2.0,1932.0,2.0,6.0,2.0,47,7045608.0
82872,2014-11-13,38,20.0,12.0,14.0,1.0,2002.0,1.0,8.0,2.0,39,5830848.0
33962,2015-07-12,81,,13.0,17.0,1.0,,2.0,1.0,1.0,20,16135598.771520002
69947,2014-07-12,31,18.0,5.0,5.0,2.0,1963.0,1.0,5.0,2.0,44,809840.0
12529,2014-02-26,38,37.0,2.0,4.0,6.0,2015.0,1.0,1.0,1.0,87,2067052.6226400002
64422,2013-12-25,72,35.0,6.0,12.0,4.0,2007.0,2.0,13.0,3.0,51,10710134.0
92244,2012-09-01,44,28.0,1.0,,,,,,,83,5425928.0
93056,2014-07-02,36,19.0,13.0,17.0,1.0,2004.0,1.0,7.0,2.0,128,6462523.2
44913,2014-01-16,41,,18.0,0.0,1.0,,1.0,0.0,,18,6105606.466
94248,2014-11-02,49,28.0,3.0,5.0,2.0,1952.0,2.0,7.0,3.0,129,6519212.0
44630,2011-11-20,43,27.0,6.0,,,,,,,30,809840.0
38968,2013-05-31,36,19.0,10.0,,,,,,,65,5344944.0
42849,2014-06-16,63,,14.0,17.0,1.0,,2.0,0.0,,103,5570795.41856
59575,2014-12-20,72,45.0,5.0,5.0,2.0,1956.0,3.0,8.0,2.0,68,8827256.0
62459,2013-12-26,63,63.0,6.0,1.0,1.0,,2.0,1.0,,48,5185729.456
38745,2013-02-15,34,34.0,11.0,,,,,,,86,2477350.7700799997
21238,2014-09-03,39,19.0,17.0,17.0,1.0,1987.0,1.0,8.0,1.0,79,4697072.0
10851,2012-11-02,21,13.0,8.0,,,,,,,63,2672472.0
53830,2012-10-23,58,,8.0,,,,,,,102,3672867.352
75265,2014-11-05,63,33.0,13.0,17.0,1.0,2009.0,2.0,12.0,2.0,143,4049200.0
28719,2014-12-12,44,44.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,102,4100584.348
26186,2014-07-25,146,83.0,7.0,17.0,4.0,2013.0,3.0,18.0,1.0,109,21996145.224
99918,2013-04-22,77,,11.0,,,,,,,72,5080903.7664
42956,2015-05-26,53,30.0,10.0,12.0,1.0,1983.0,2.0,8.0,3.0,117,7207576.0
11213,2014-02-06,64,,5.0,17.0,1.0,,2.0,1.0,,94,4532940.10752
90681,2014-06-04,43,19.0,3.0,17.0,1.0,2006.0,1.0,8.0,3.0,25,809840.0
68729,2012-02-27,31,18.0,4.0,,,,,,,121,4170676.0
63753,2015-01-18,44,28.0,4.0,5.0,2.0,1959.0,2.0,5.0,3.0,123,7572004.0
25087,2012-05-01,30,17.0,7.0,,,,,,,82,4130184.0
73155,2014-04-15,36,20.0,8.0,9.0,2.0,1975.0,1.0,5.0,,20,6195276.0
66460,2014-02-17,38,19.0,1.0,12.0,1.0,1996.0,1.0,8.0,2.0,13,4697072.0
40497,2014-05-01,59,30.0,13.0,25.0,6.0,2005.0,2.0,12.0,2.0,16,12471536.0
68725,2012-09-20,32,20.0,3.0,,,,,,,145,4251660.0
64407,2015-02-05,52,30.0,2.0,17.0,1.0,2013.0,2.0,9.0,1.0,72,3725264.0
38750,2013-12-24,39,23.0,5.0,12.0,5.0,1967.0,2.0,6.0,2.0,68,5344944.0
45260,2014-08-25,51,30.0,2.0,12.0,1.0,1981.0,2.0,8.0,2.0,50,809840.0
63770,2014-08-21,58,40.0,3.0,5.0,5.0,1966.0,3.0,5.0,2.0,21,6073800.0
28254,2011-11-24,72,46.0,4.0,,,,,,,106,1781648.0
79658,2014-07-10,62,62.0,14.0,17.0,1.0,,2.0,0.0,,124,4768388.93992
77505,2013-03-10,88,88.0,3.0,,,,,,,118,10608904.0
73664,2013-04-01,76,44.0,11.0,,,,,,,32,10123000.0
47136,2013-06-30,11,11.0,2.0,5.0,2.0,1907.0,1.0,12.0,3.0,29,2227060.0
80423,2014-09-03,72,43.0,19.0,21.0,5.0,1991.0,3.0,8.0,3.0,83,8665288.0
25148,2013-06-24,112,68.0,15.0,,,,,,,65,14779580.0
43666,2014-10-27,58,30.0,16.0,22.0,1.0,2009.0,2.0,7.0,3.0,131,6195276.0
39016,2014-06-08,53,30.0,5.0,14.0,1.0,1989.0,2.0,8.0,2.0,48,5021008.0
58466,2012-12-28,43,38.0,,,,,,,,105,3168094.08
78168,2014-07-06,38,,13.0,17.0,1.0,,1.0,1.0,1.0,72,3707771.456
61584,2014-03-15,41,27.0,1.0,2.0,2.0,1961.0,2.0,5.0,,97,2712964.0
43475,2015-01-06,78,51.0,5.0,5.0,2.0,1956.0,3.0,8.0,3.0,1,12147600.0
45747,2014-03-29,61,,6.0,17.0,1.0,,2.0,1.0,1.0,134,4024248.8296
73380,2015-02-01,84,84.0,19.0,20.0,1.0,,3.0,1.0,1.0,103,7533670.2236
24760,2014-12-25,43,43.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,102,3659440.2048
10728,2014-05-02,41,21.0,6.0,12.0,1.0,1980.0,1.0,8.0,,60,4616088.0
94369,2012-10-25,45,18.0,16.0,,,,,,,105,3135566.8564
95461,2014-12-26,63,37.0,12.0,17.0,1.0,1979.0,3.0,8.0,2.0,55,8422336.0
90835,2012-02-28,98,63.0,10.0,,,,,,,81,14577120.0
70618,2014-04-15,37,19.0,3.0,16.0,1.0,1982.0,1.0,7.0,3.0,50,5992816.0
87694,2015-02-19,63,,9.0,17.0,1.0,,2.0,1.0,,103,6456380.5636
98299,2014-01-05,116,65.0,6.0,10.0,4.0,1999.0,3.0,19.0,3.0,27,15386960.0
54933,2013-07-11,73,,12.0,,,,,,,94,4875389.04992
97126,2014-03-19,47,27.0,1.0,9.0,1.0,1972.0,2.0,6.0,2.0,33,809840.0
35112,2014-01-09,74,45.0,6.0,16.0,1.0,1980.0,3.0,10.0,3.0,17,9434636.0
96213,2013-12-25,40,20.0,3.0,5.0,1.0,1995.0,1.0,8.0,3.0,60,4859040.0
57262,2014-11-14,62,,9.0,22.0,1.0,,2.0,1.0,,103,5850950.658319999
73802,2015-05-07,86,52.0,3.0,5.0,2.0,1958.0,3.0,8.0,3.0,113,12714488.0
33177,2015-04-07,39,18.0,7.0,22.0,1.0,2007.0,1.0,9.0,3.0,12,1619680.0
95603,2015-04-18,37,,7.0,15.0,1.0,,1.0,0.0,,102,3007300.348
25591,2013-09-18,31,17.0,5.0,5.0,1.0,1966.0,1.0,5.0,2.0,27,3725264.0
89352,2014-12-01,79,40.0,7.0,30.0,6.0,2011.0,2.0,13.0,1.0,145,12147621.055839999
38762,2014-10-14,35,19.0,11.0,12.0,5.0,1973.0,1.0,7.0,3.0,135,4211168.0
65228,2014-11-24,38,19.0,9.0,17.0,1.0,1987.0,1.0,8.0,2.0,76,5182976.0
34538,2014-01-24,64,,6.0,17.0,1.0,1.0,2.0,1.0,,103,5185599.8816
87385,2012-04-12,39,18.0,23.0,,,,,,,60,4778056.0
76902,2013-12-05,50,29.0,2.0,12.0,1.0,1975.0,2.0,8.0,,18,5709372.0
68180,2014-06-17,32,20.0,3.0,5.0,1.0,1964.0,1.0,5.0,4.0,84,2024600.0
86361,2015-04-18,49,,3.0,15.0,1.0,2015.0,1.0,1.0,,34,5423718.75648
66283,2014-07-04,31,20.0,5.0,5.0,1.0,1964.0,1.0,5.0,1.0,15,4130184.0
28144,2014-12-24,60,38.0,7.0,9.0,1.0,1976.0,3.0,8.0,3.0,16,9556112.0
45956,2014-06-14,52,30.0,4.0,12.0,1.0,1975.0,2.0,8.0,3.0,79,7126592.0
82610,2013-05-18,73,44.0,16.0,,,,,,,37,10123000.0
80427,2014-07-13,59,35.0,8.0,16.0,2.0,2004.0,2.0,7.0,3.0,107,12228584.0
70014,2015-02-13,84,45.0,13.0,17.0,1.0,2006.0,3.0,10.0,4.0,110,13038424.0
88795,2012-02-29,42,29.0,7.0,,,,,,,57,809840.0
28166,2013-10-15,79,55.0,4.0,9.0,2.0,1957.0,3.0,7.0,3.0,26,15386960.0
88312,2013-06-10,48,48.0,11.0,,,,,,,102,3579047.3880000003
33174,2014-05-16,51,29.0,12.0,12.0,1.0,1995.0,2.0,8.0,2.0,141,6316752.0
89969,2013-04-19,37,22.0,9.0,,,,,,,46,1619680.0
93486,2013-04-03,58,33.0,21.0,,,,,,,56,7126592.0
96106,2014-07-16,84,,6.0,17.0,1.0,,3.0,1.0,,103,6943859.7024
41492,2014-01-24,62,62.0,15.0,17.0,1.0,,2.0,1.0,,103,4795152.532240001
18861,2014-06-25,36,19.0,4.0,14.0,5.0,1973.0,1.0,9.0,3.0,34,5587896.0
67088,2014-03-11,35,20.0,12.0,9.0,5.0,1969.0,1.0,9.0,3.0,15,4211168.0
42416,2014-06-26,38,18.0,8.0,25.0,6.0,2002.0,1.0,9.0,2.0,128,7126592.0
69193,2014-09-05,62,44.0,12.0,12.0,1.0,1975.0,3.0,6.0,2.0,80,7410036.0
73787,2014-03-05,54,32.0,7.0,16.0,1.0,1976.0,2.0,9.0,2.0,63,9961032.0
18234,2014-02-27,30,18.0,3.0,5.0,2.0,1963.0,1.0,5.0,2.0,111,4373136.0
58202,2015-02-17,38,,13.0,17.0,1.0,0.0,1.0,1.0,,103,4565847.95592
44875,2014-03-23,38,20.0,1.0,14.0,1.0,1991.0,1.0,8.0,2.0,76,4616088.0
32369,2015-01-10,42,,8.0,0.0,1.0,,1.0,0.0,,102,3415151.9688
31786,2014-08-30,77,45.0,4.0,16.0,1.0,1999.0,3.0,10.0,2.0,65,9232176.0
31641,2012-05-24,118,72.0,8.0,,,,,,,75,19679112.0
34360,2011-12-28,55,37.0,4.0,,,,,,,84,809840.0
10430,2013-11-08,50,30.0,1.0,14.0,1.0,1998.0,2.0,8.0,3.0,76,5871340.0
20524,2013-07-07,57,57.0,13.0,,,,,,,94,4386720.256159999
11948,2013-12-20,45,26.0,1.0,9.0,1.0,1972.0,2.0,6.0,2.0,36,4616088.0
34061,2014-08-03,79,49.0,1.0,22.0,5.0,1991.0,3.0,9.0,3.0,120,1619680.0
77797,2014-07-21,38,19.0,3.0,14.0,5.0,1972.0,1.0,9.0,3.0,56,3239360.0
33028,2015-05-13,31,17.0,8.0,3.0,2.0,1964.0,1.0,5.0,2.0,116,5263960.0
31492,2014-03-08,53,30.0,11.0,12.0,1.0,1979.0,2.0,8.0,2.0,139,6640688.0
11278,2012-10-24,74,43.0,9.0,,,,,,,144,9232176.0
51800,2014-09-10,58,58.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,87,3406996.88
92240,2013-01-31,38,38.0,12.0,,,,,,,103,2716749.1921599996
10837,2014-03-30,33,19.0,8.0,9.0,1.0,1971.0,1.0,6.0,2.0,135,3725264.0
44332,2013-07-10,44,29.0,3.0,5.0,5.0,1960.0,2.0,6.0,2.0,64,5101992.0
98953,2014-02-10,33,19.0,3.0,9.0,1.0,1970.0,1.0,7.0,3.0,135,4170676.0
16668,2014-06-23,43,29.0,3.0,9.0,2.0,1966.0,2.0,5.0,,111,809840.0
30057,2013-07-18,43,43.0,6.0,,,,,,,48,3642668.4184
81992,2012-08-05,38,18.0,1.0,,,,,,,75,4697072.0
11855,2013-08-24,29,17.0,7.0,,,,,,,0,5385436.0
58192,2015-04-24,64,33.0,2.0,17.0,1.0,2015.0,2.0,12.0,1.0,72,5442124.8
81883,2012-11-20,57,,13.0,,,,,,,105,4169582.716
30748,2014-04-21,57,,3.0,0.0,1.0,,2.0,0.0,,72,5204031.84
17439,2013-07-02,44,27.0,12.0,,,,,,,43,5992816.0
79576,2014-12-03,38,,8.0,17.0,1.0,,1.0,0.0,,86,3088411.49288
32516,2014-07-10,58,58.0,1.0,1.0,4.0,2013.0,2.0,1.0,1.0,126,8519476.308
33022,2012-05-07,32,17.0,1.0,,,,,,,70,4616088.0
91427,2014-12-29,74,74.0,7.0,25.0,1.0,2014.0,3.0,1.0,1.0,71,11985044.865999999
45562,2013-08-04,37,19.0,14.0,17.0,1.0,,1.0,1.0,1.0,72,3114213.80512
68466,2015-02-01,15,11.0,5.0,5.0,2.0,1952.0,1.0,1.0,2.0,140,1619680.0
69790,2013-08-05,61,,11.0,,,,,,,72,4340920.5648
42707,2014-02-24,44,44.0,1.0,9.0,2.0,1967.0,2.0,5.0,2.0,30,5385436.0
42651,2012-05-06,118,75.0,3.0,,,,,,,112,9313160.0
45612,2014-10-01,26,,23.0,24.0,4.0,,1.0,1.0,1.0,65,4006278.48
70884,2014-02-19,63,,6.0,17.0,1.0,,2.0,1.0,1.0,72,4930550.49168
22668,2013-11-27,56,34.0,1.0,5.0,2.0,1959.0,2.0,7.0,2.0,123,2429520.0
38792,2015-08-04,44,27.0,7.0,9.0,1.0,1975.0,2.0,6.0,3.0,82,5992816.0
49708,2012-07-14,34,33.0,6.0,,,,,,,139,809840.0
71523,2012-10-08,79,74.0,,,,,,,,105,5041772.2976
77073,2014-12-28,62,,5.0,17.0,1.0,,2.0,1.0,1.0,72,5306071.68
53995,2014-08-03,38,19.0,2.0,17.0,1.0,1987.0,1.0,8.0,2.0,19,2429520.0
98153,2011-11-05,44,28.0,7.0,,,,,,,139,4494612.0
12179,2014-04-06,87,49.0,13.0,0.0,1.0,0.0,3.0,11.0,,102,7455212.9244
48037,2013-05-21,79,,3.0,,,,,,,102,5054138.5544
62532,2014-12-06,32,19.0,2.0,5.0,1.0,1965.0,1.0,5.0,3.0,118,4778056.0
26047,2015-01-12,38,38.0,12.0,17.0,1.0,2015.0,1.0,1.0,1.0,103,4318683.978080001
65115,2014-09-27,36,,13.0,17.0,1.0,,1.0,1.0,1.0,72,3755633.0
21355,2015-02-02,38,18.0,11.0,17.0,1.0,2008.0,1.0,7.0,3.0,141,6053554.0
64046,2013-11-05,79,,18.0,25.0,1.0,2013.0,3.0,1.0,3.0,71,11539478.186560001
46038,2013-09-12,53,30.0,9.0,12.0,1.0,1983.0,2.0,8.0,2.0,82,1214760.0
98814,2014-05-25,48,27.0,1.0,9.0,1.0,1971.0,2.0,6.0,2.0,135,4818548.0
17059,2011-10-25,32,17.0,3.0,,,,,,,19,3765756.0
